Time, HR, GSR,label
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,457,521,angry
0,455,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
0,456,521,angry
1,456,521,angry
1,456,521,angry
1,456,521,angry
1,456,521,angry
1,456,521,angry
1,456,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,455,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,521,angry
1,454,520,angry
2,454,520,angry
2,454,521,angry
2,454,520,angry
2,454,520,angry
2,454,520,angry
2,454,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,453,520,angry
2,452,520,angry
2,452,520,angry
2,452,520,angry
2,452,520,angry
2,452,520,angry
2,452,520,angry
2,452,520,angry
2,452,519,angry
2,452,520,angry
2,452,520,angry
2,451,519,angry
2,451,519,angry
2,451,519,angry
2,451,519,angry
2,451,519,angry
2,451,519,angry
2,451,519,angry
2,451,519,angry
2,450,519,angry
2,450,519,angry
3,450,519,angry
3,450,519,angry
3,450,519,angry
3,450,518,angry
3,450,519,angry
3,450,519,angry
3,449,518,angry
3,449,518,angry
3,449,518,angry
3,449,518,angry
3,449,518,angry
3,449,518,angry
3,449,523,angry
3,448,524,angry
3,448,518,angry
3,448,521,angry
3,448,518,angry
3,448,518,angry
3,447,521,angry
3,447,517,angry
3,447,518,angry
3,447,517,angry
3,447,516,angry
3,446,517,angry
3,446,517,angry
3,446,517,angry
