Time, HR, GSR,label
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,459,523,tired
0,459,523,tired
0,459,523,tired
0,459,523,tired
0,459,523,tired
0,459,523,tired
0,459,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,460,523,tired
0,459,523,tired
1,460,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,526,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,523,tired
1,459,522,tired
1,459,522,tired
1,459,522,tired
1,458,522,tired
1,458,522,tired
1,458,522,tired
1,458,522,tired
1,458,522,tired
2,458,522,tired
2,458,522,tired
2,458,522,tired
2,458,522,tired
2,458,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,457,522,tired
2,455,522,tired
2,457,522,tired
2,456,521,tired
2,456,521,tired
2,454,521,tired
2,456,521,tired
2,456,521,tired
2,456,521,tired
2,456,521,tired
2,455,521,tired
2,455,521,tired
2,455,521,tired
2,455,521,tired
2,455,521,tired
2,455,521,tired
2,454,520,tired
3,454,520,tired
3,454,520,tired
3,454,520,tired
3,454,520,tired
3,454,520,tired
3,453,520,tired
3,453,520,tired
3,453,520,tired
3,453,520,tired
3,453,520,tired
3,450,520,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,452,519,tired
3,451,519,tired
3,451,519,tired
3,451,519,tired
3,451,519,tired
3,451,518,tired
3,450,518,tired
3,450,518,tired
3,450,518,tired
3,449,518,tired
3,449,518,tired
3,449,517,tired
3,448,517,tired
3,448,517,tired
3,447,517,tired
3,446,516,tired
3,445,515,tired
4,295,503,tired
4,221,505,tired
4,372,507,tired
4,447,521,tired
4,446,520,tired
4,325,507,tired
4,62,506,tired
4,182,508,tired
4,321,509,tired
4,397,510,tired
4,443,521,tired
4,444,521,tired
4,74,508,tired
4,32,509,tired
4,138,509,tired
4,257,509,tired
4,326,510,tired
4,341,511,tired
4,322,511,tired
4,302,511,tired
4,297,511,tired
4,301,512,tired
4,302,512,tired
4,295,512,tired
4,282,512,tired
4,266,512,tired
4,257,512,tired
4,252,512,tired
4,249,512,tired
4,244,512,tired
4,238,512,tired
4,233,512,tired
4,230,512,tired
4,228,512,tired
4,227,512,tired
4,228,512,tired
4,227,512,tired
4,226,512,tired
5,224,512,tired
5,223,512,tired
5,222,511,tired
5,221,512,tired
5,221,512,tired
5,220,512,tired
5,220,512,tired
5,220,512,tired
5,220,512,tired
5,220,512,tired
5,220,512,tired
5,220,512,tired
5,220,512,tired
5,220,512,tired
5,221,512,tired
5,220,512,tired
5,220,512,tired
5,219,512,tired
5,221,512,tired
5,227,512,tired
5,239,512,tired
5,261,512,tired
5,282,512,tired
5,290,512,tired
5,284,512,tired
5,270,512,tired
5,254,512,tired
5,243,512,tired
5,238,512,tired
5,234,512,tired
5,231,512,tired
5,228,512,tired
5,226,512,tired
5,226,512,tired
5,226,512,tired
5,226,512,tired
5,227,512,tired
5,225,512,tired
6,224,512,tired
6,222,512,tired
6,220,512,tired
6,219,512,tired
6,218,512,tired
6,218,512,tired
6,215,512,tired
6,218,512,tired
6,219,512,tired
6,220,512,tired
6,220,512,tired
6,220,512,tired
6,220,512,tired
6,222,512,tired
6,233,512,tired
6,255,512,tired
6,277,512,tired
6,290,512,tired
6,289,512,tired
6,277,512,tired
6,262,512,tired
6,249,512,tired
6,242,512,tired
6,238,512,tired
6,235,512,tired
6,231,512,tired
6,227,512,tired
6,224,512,tired
6,224,512,tired
6,225,512,tired
6,225,512,tired
6,225,512,tired
6,224,512,tired
6,222,512,tired
6,220,512,tired
6,218,512,tired
6,218,512,tired
6,217,512,tired
6,217,512,tired
7,216,512,tired
7,217,512,tired
7,217,512,tired
7,218,512,tired
7,218,512,tired
7,218,512,tired
7,218,512,tired
7,218,512,tired
7,218,512,tired
7,218,512,tired
7,218,512,tired
7,222,512,tired
