Time, HR, GSR
0,459.00,507.00
0,458.00,507.00
0,458.00,507.00
0,458.00,507.00
0,458.00,507.00
0,458.00,507.00
0,458.00,508.00
0,458.00,507.00
0,458.00,508.00
0,458.00,508.00
0,458.00,507.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,458.00,508.00
0,457.00,508.00
0,457.00,508.00
0,457.00,508.00
0,457.00,508.00
0,457.00,508.00
0,457.00,508.00
0,457.00,508.00
1,457.00,508.00
1,457.00,508.00
1,457.00,508.00
1,457.00,508.00
1,457.00,508.00
1,457.00,509.00
1,457.00,509.00
1,457.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,456.00,509.00
1,455.00,509.00
1,455.00,509.00
1,455.00,510.00
1,455.00,510.00
1,455.00,510.00
1,455.00,510.00
1,455.00,510.00
1,455.00,510.00
1,455.00,510.00
1,454.00,510.00
1,454.00,510.00
1,454.00,510.00
1,454.00,511.00
1,454.00,511.00
1,454.00,511.00
2,453.00,511.00
2,453.00,511.00
2,453.00,511.00
2,453.00,511.00
2,453.00,512.00
2,453.00,512.00
2,452.00,512.00
2,452.00,512.00
2,452.00,512.00
2,452.00,512.00
2,452.00,512.00
2,452.00,513.00
2,451.00,513.00
2,451.00,513.00
2,451.00,513.00
2,451.00,513.00
2,451.00,513.00
2,450.00,514.00
2,450.00,514.00
2,450.00,514.00
2,450.00,514.00
2,449.00,514.00
2,449.00,514.00
2,449.00,514.00
2,448.00,514.00
2,448.00,515.00
2,448.00,515.00
2,448.00,515.00
2,447.00,515.00
2,447.00,515.00
2,447.00,515.00
2,446.00,515.00
2,446.00,515.00
3,446.00,515.00
3,445.00,515.00
3,445.00,515.00
3,444.00,515.00
3,443.00,515.00
3,442.00,514.00
3,169.00,502.00
3,14.00,506.00
3,73.00,508.00
3,181.00,509.00
3,265.00,511.00
3,301.00,512.00
3,296.00,512.00
3,274.00,513.00
3,253.00,513.00
3,238.00,513.00
3,233.00,513.00
3,234.00,513.00
3,236.00,513.00
3,239.00,513.00
3,239.00,513.00
3,239.00,513.00
3,238.00,513.00
3,237.00,513.00
3,237.00,513.00
3,236.00,513.00
3,236.00,512.00
3,236.00,512.00
3,236.00,512.00
3,235.00,512.00
3,235.00,512.00
3,235.00,512.00
4,235.00,512.00
4,235.00,512.00
4,235.00,511.00
4,235.00,511.00
4,235.00,511.00
4,234.00,511.00
4,234.00,511.00
4,234.00,511.00
4,234.00,511.00
4,234.00,511.00
4,234.00,511.00
4,233.00,511.00
4,234.00,511.00
4,234.00,511.00
4,234.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,232.00,511.00
4,232.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,233.00,511.00
4,232.00,511.00
4,233.00,511.00
4,232.00,511.00
5,232.00,511.00
5,232.00,511.00
5,232.00,511.00
5,232.00,511.00
5,233.00,512.00
5,232.00,512.00
5,232.00,511.00
5,232.00,512.00
5,231.00,512.00
5,232.00,512.00
5,231.00,512.00
5,232.00,512.00
5,232.00,512.00
5,231.00,512.00
5,232.00,512.00
5,232.00,512.00
5,232.00,512.00
5,232.00,512.00
5,232.00,512.00
5,231.00,512.00
5,231.00,512.00
5,231.00,512.00
5,231.00,512.00
5,231.00,512.00
5,231.00,512.00
5,231.00,512.00
5,232.00,512.00
5,232.00,512.00
5,231.00,512.00
5,231.00,512.00
5,231.00,512.00
5,231.00,512.00
5,232.00,512.00
6,232.00,512.00
6,232.00,512.00
6,231.00,512.00
6,231.00,512.00
6,231.00,512.00
6,232.00,512.00
6,231.00,513.00
6,231.00,513.00
6,232.00,513.00
6,231.00,513.00
6,232.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,232.00,513.00
6,232.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,231.00,513.00
6,232.00,513.00
6,231.00,513.00
6,231.00,513.00
7,231.00,513.00
7,231.00,513.00
7,232.00,513.00
7,232.00,513.00
7,232.00,513.00
7,231.00,513.00
7,231.00,513.00
7,232.00,513.00
7,232.00,513.00
7,232.00,513.00
7,232.00,513.00
7,232.00,513.00
7,231.00,513.00
7,231.00,514.00
7,231.00,514.00
7,231.00,513.00
7,231.00,514.00
7,232.00,514.00
7,231.00,514.00
7,232.00,514.00
7,231.00,514.00
7,231.00,514.00
7,231.00,514.00
7,231.00,514.00
7,231.00,514.00
7,231.00,514.00
7,232.00,514.00
7,231.00,514.00
7,232.00,514.00
7,232.00,514.00
7,231.00,514.00
7,231.00,514.00
7,231.00,514.00
8,232.00,514.00
8,231.00,514.00
8,232.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,514.00
8,231.00,515.00
8,232.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
8,231.00,515.00
9,231.00,515.00
9,231.00,515.00
9,231.00,515.00
9,231.00,515.00
9,231.00,515.00
9,232.00,515.00
9,232.00,515.00
9,232.00,515.00
9,231.00,515.00
9,232.00,515.00
9,231.00,515.00
9,231.00,515.00
9,231.00,515.00
9,231.00,515.00
9,231.00,515.00
9,232.00,515.00
9,232.00,515.00
9,232.00,515.00
9,232.00,515.00
9,232.00,515.00
9,232.00,515.00
9,232.00,515.00
9,232.00,515.00
9,231.00,515.00
9,232.00,515.00
9,232.00,516.00
9,232.00,516.00
9,232.00,516.00
9,232.00,516.00
9,232.00,516.00
9,232.00,516.00
9,232.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
10,230.00,516.00
10,230.00,516.00
10,231.00,516.00
10,231.00,516.00
10,231.00,516.00
