Time, HR, GSR
0,450.0,516.0
0,450.0,516.0
0,457.0,516.0
0,449.0,516.0
0,449.0,516.0
0,449.0,516.0
0,448.0,515.0
0,448.0,523.0
0,447.0,515.0
0,447.0,515.0
0,446.0,514.0
0,446.0,514.0
0,445.0,514.0
0,445.0,513.0
0,442.0,512.0
0,272.0,502.0
0,437.0,510.0
0,447.0,518.0
0,445.0,515.0
0,94.0,503.0
0,213.0,505.0
0,401.0,507.0
0,447.0,519.0
0,312.0,506.0
0,40.0,505.0
0,199.0,506.0
0,354.0,507.0
0,419.0,510.0
0,445.0,519.0
0,60.0,505.0
1,43.0,506.0
1,187.0,507.0
1,328.0,508.0
1,412.0,509.0
1,446.0,521.0
1,237.0,506.0
1,28.0,512.0
1,161.0,506.0
1,304.0,507.0
1,363.0,508.0
1,342.0,508.0
1,288.0,508.0
1,245.0,508.0
1,224.0,508.0
1,218.0,508.0
1,221.0,508.0
1,223.0,509.0
1,222.0,508.0
1,219.0,508.0
1,217.0,508.0
1,213.0,508.0
1,212.0,508.0
1,214.0,508.0
1,237.0,508.0
1,271.0,508.0
1,297.0,508.0
1,300.0,508.0
1,282.0,508.0
1,256.0,508.0
1,234.0,513.0
1,220.0,508.0
1,213.0,508.0
1,208.0,508.0
1,209.0,508.0
2,212.0,508.0
2,217.0,508.0
2,220.0,508.0
2,221.0,508.0
2,218.0,508.0
2,214.0,508.0
2,209.0,508.0
2,208.0,508.0
2,208.0,508.0
2,209.0,508.0
2,219.0,508.0
2,245.0,508.0
2,276.0,516.0
2,293.0,508.0
2,286.0,508.0
2,264.0,508.0
2,241.0,507.0
2,223.0,507.0
2,213.0,507.0
2,208.0,507.0
2,207.0,507.0
2,208.0,507.0
2,212.0,507.0
2,216.0,511.0
2,218.0,507.0
2,216.0,507.0
2,214.0,507.0
2,210.0,507.0
2,208.0,507.0
2,206.0,507.0
2,206.0,507.0
2,207.0,507.0
2,218.0,507.0
3,242.0,507.0
3,272.0,507.0
3,287.0,507.0
3,281.0,507.0
3,261.0,507.0
3,239.0,512.0
3,222.0,507.0
3,212.0,506.0
3,207.0,507.0
3,206.0,512.0
3,208.0,507.0
3,213.0,507.0
3,218.0,507.0
3,220.0,507.0
3,218.0,507.0
3,215.0,505.0
3,212.0,507.0
3,208.0,507.0
3,208.0,507.0
3,207.0,507.0
3,211.0,507.0
3,225.0,507.0
3,248.0,507.0
3,276.0,508.0
3,286.0,508.0
3,273.0,508.0
3,253.0,508.0
3,234.0,508.0
3,220.0,508.0
3,211.0,507.0
3,208.0,507.0
3,209.0,508.0
3,213.0,508.0
3,218.0,508.0
4,221.0,507.0
4,221.0,507.0
4,218.0,507.0
4,214.0,507.0
4,210.0,507.0
4,207.0,508.0
4,209.0,507.0
4,209.0,508.0
4,213.0,508.0
4,230.0,508.0
4,260.0,508.0
4,287.0,508.0
4,295.0,508.0
4,280.0,508.0
4,257.0,508.0
4,237.0,508.0
4,222.0,508.0
4,214.0,508.0
4,210.0,508.0
4,210.0,508.0
4,211.0,508.0
4,219.0,508.0
4,220.0,508.0
4,221.0,508.0
4,217.0,508.0
4,214.0,508.0
4,210.0,508.0
4,209.0,508.0
4,208.0,508.0
4,208.0,508.0
4,212.0,508.0
4,229.0,508.0
4,261.0,508.0
4,292.0,508.0
5,304.0,508.0
5,291.0,508.0
5,265.0,508.0
5,241.0,507.0
5,223.0,507.0
5,214.0,507.0
5,208.0,507.0
5,208.0,507.0
5,212.0,507.0
5,218.0,508.0
5,221.0,508.0
5,222.0,508.0
5,218.0,508.0
5,213.0,508.0
5,209.0,508.0
5,208.0,508.0
5,207.0,507.0
5,206.0,508.0
5,210.0,508.0
5,222.0,508.0
5,252.0,508.0
5,287.0,508.0
5,304.0,508.0
5,292.0,508.0
5,266.0,508.0
5,240.0,508.0
5,222.0,508.0
5,211.0,508.0
5,205.0,508.0
5,205.0,508.0
5,209.0,508.0
5,214.0,508.0
5,220.0,508.0
6,220.0,508.0
6,218.0,508.0
6,213.0,508.0
6,210.0,508.0
6,206.0,508.0
6,205.0,508.0
6,205.0,508.0
6,207.0,508.0
6,213.0,508.0
6,237.0,508.0
6,272.0,508.0
6,298.0,508.0
6,298.0,508.0
6,278.0,508.0
6,250.0,508.0
6,227.0,508.0
6,213.0,508.0
6,206.0,508.0
6,203.0,508.0
6,204.0,508.0
6,210.0,508.0
6,216.0,508.0
6,217.0,508.0
6,218.0,508.0
6,214.0,508.0
6,210.0,508.0
6,207.0,508.0
6,205.0,508.0
6,206.0,507.0
6,205.0,507.0
6,206.0,507.0
6,210.0,507.0
6,228.0,508.0
6,260.0,508.0
7,290.0,508.0
7,298.0,508.0
7,280.0,508.0
7,254.0,508.0
7,231.0,508.0
7,216.0,507.0
7,208.0,504.0
7,205.0,507.0
7,206.0,507.0
7,210.0,507.0
7,216.0,507.0
7,217.0,507.0
7,218.0,507.0
7,215.0,507.0
7,210.0,507.0
7,203.0,507.0
7,205.0,507.0
7,204.0,507.0
7,205.0,507.0
7,206.0,507.0
7,209.0,507.0
7,224.0,507.0
7,254.0,508.0
7,284.0,508.0
7,295.0,508.0
7,284.0,508.0
7,259.0,508.0
7,236.0,507.0
7,219.0,507.0
7,209.0,507.0
7,204.0,507.0
7,203.0,508.0
7,210.0,508.0
8,218.0,507.0
8,221.0,508.0
8,221.0,508.0
8,217.0,505.0
8,213.0,508.0
8,208.0,508.0
8,205.0,508.0
8,206.0,508.0
8,207.0,508.0
8,208.0,508.0
8,217.0,508.0
8,238.0,508.0
8,272.0,508.0
8,294.0,508.0
8,293.0,508.0
8,272.0,508.0
8,245.0,508.0
8,224.0,508.0
8,211.0,508.0
8,205.0,508.0
8,205.0,508.0
