Time, HR, GSR
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,517.0
0,456.0,518.0
0,456.0,517.0
0,456.0,517.0
0,458.0,517.0
0,456.0,518.0
0,456.0,517.0
0,456.0,517.0
1,455.0,517.0
1,456.0,517.0
1,456.0,514.0
1,456.0,522.0
1,456.0,517.0
1,456.0,517.0
1,456.0,517.0
1,456.0,517.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,517.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,520.0
1,456.0,518.0
1,456.0,518.0
1,456.0,517.0
1,456.0,518.0
1,456.0,518.0
1,456.0,518.0
1,456.0,517.0
1,456.0,518.0
1,456.0,517.0
1,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,518.0
2,457.0,518.0
2,456.0,518.0
2,456.0,518.0
2,456.0,517.0
2,461.0,517.0
2,456.0,518.0
2,456.0,518.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
2,456.0,518.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
2,456.0,517.0
3,460.0,517.0
3,456.0,517.0
3,456.0,517.0
3,456.0,517.0
3,456.0,517.0
3,456.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,452.0,517.0
3,455.0,517.0
3,455.0,516.0
3,455.0,516.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,454.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,455.0,517.0
3,454.0,517.0
3,454.0,517.0
3,456.0,517.0
4,454.0,517.0
4,454.0,517.0
4,454.0,517.0
4,454.0,517.0
4,454.0,517.0
4,454.0,517.0
4,454.0,516.0
4,454.0,516.0
4,454.0,516.0
4,454.0,516.0
4,454.0,516.0
4,454.0,514.0
4,454.0,516.0
4,454.0,516.0
4,454.0,516.0
4,453.0,516.0
4,453.0,516.0
4,453.0,516.0
4,453.0,516.0
4,453.0,516.0
4,453.0,516.0
4,453.0,516.0
4,453.0,516.0
4,452.0,516.0
4,452.0,516.0
4,452.0,516.0
4,452.0,515.0
4,452.0,515.0
4,452.0,515.0
4,452.0,515.0
4,452.0,515.0
4,452.0,515.0
4,452.0,515.0
4,452.0,515.0
5,451.0,515.0
5,451.0,515.0
5,451.0,515.0
5,451.0,515.0
5,451.0,515.0
5,451.0,515.0
5,451.0,515.0
5,451.0,515.0
5,450.0,515.0
5,450.0,515.0
5,450.0,514.0
5,450.0,514.0
5,450.0,514.0
5,450.0,514.0
5,450.0,514.0
5,450.0,514.0
5,449.0,514.0
5,450.0,514.0
5,449.0,514.0
5,449.0,514.0
5,449.0,514.0
5,449.0,514.0
5,449.0,513.0
5,448.0,513.0
5,448.0,513.0
5,448.0,513.0
5,448.0,513.0
5,448.0,513.0
5,448.0,513.0
5,448.0,513.0
5,447.0,513.0
5,447.0,513.0
5,447.0,513.0
5,447.0,512.0
6,447.0,512.0
6,446.0,512.0
6,446.0,512.0
6,446.0,512.0
6,446.0,512.0
6,445.0,512.0
6,445.0,512.0
6,445.0,511.0
6,444.0,511.0
6,444.0,511.0
6,443.0,511.0
6,443.0,510.0
6,442.0,509.0
6,435.0,507.0
6,320.0,498.0
6,443.0,513.0
6,443.0,512.0
6,241.0,499.0
6,242.0,500.0
6,441.0,513.0
6,443.0,513.0
6,208.0,499.0
6,145.0,500.0
6,364.0,502.0
6,443.0,515.0
6,383.0,505.0
6,60.0,500.0
6,243.0,501.0
6,427.0,505.0
6,442.0,514.0
6,95.0,500.0
6,99.0,501.0
6,296.0,502.0
6,430.0,507.0
7,442.0,514.0
7,41.0,501.0
7,106.0,501.0
7,302.0,502.0
7,397.0,503.0
7,441.0,514.0
7,199.0,502.0
7,39.0,502.0
7,180.0,502.0
7,314.0,503.0
7,364.0,503.0
7,337.0,503.0
7,291.0,504.0
7,258.0,504.0
7,243.0,504.0
7,238.0,504.0
7,238.0,504.0
7,238.0,504.0
7,237.0,504.0
7,236.0,504.0
7,236.0,504.0
7,236.0,504.0
7,235.0,504.0
7,234.0,504.0
7,236.0,504.0
7,239.0,504.0
7,241.0,504.0
7,241.0,504.0
7,239.0,504.0
7,235.0,504.0
7,233.0,504.0
7,231.0,504.0
7,230.0,504.0
7,232.0,504.0
8,232.0,504.0
8,235.0,503.0
8,236.0,504.0
8,238.0,504.0
8,238.0,504.0
8,239.0,504.0
8,239.0,504.0
8,241.0,504.0
8,241.0,504.0
8,240.0,504.0
8,241.0,504.0
8,243.0,504.0
8,244.0,504.0
8,243.0,504.0
8,240.0,503.0
8,237.0,504.0
8,234.0,503.0
8,232.0,503.0
8,230.0,503.0
8,229.0,503.0
8,230.0,503.0
8,231.0,503.0
8,231.0,503.0
8,231.0,503.0
8,232.0,503.0
8,232.0,503.0
8,231.0,503.0
8,229.0,503.0
8,228.0,503.0
8,229.0,503.0
8,231.0,503.0
8,233.0,503.0
8,236.0,503.0
8,237.0,503.0
9,236.0,503.0
9,233.0,503.0
9,232.0,503.0
9,233.0,503.0
9,234.0,503.0
9,234.0,503.0
9,235.0,503.0
9,234.0,503.0
9,233.0,503.0
9,232.0,503.0
9,230.0,503.0
9,230.0,503.0
9,230.0,503.0
9,230.0,503.0
9,230.0,503.0
9,230.0,503.0
9,229.0,503.0
9,230.0,503.0
9,229.0,503.0
9,231.0,503.0
9,233.0,503.0
