Time, HR, GSR
0,443.0,487.0
0,229.0,477.0
0,391.0,479.0
0,447.0,493.0
0,446.0,491.0
0,126.0,477.0
0,142.0,478.0
0,322.0,480.0
0,438.0,488.0
0,354.0,482.0
0,17.0,480.0
0,132.0,484.0
0,295.0,481.0
0,360.0,482.0
0,343.0,479.0
0,291.0,482.0
0,247.0,482.0
0,224.0,482.0
0,214.0,482.0
0,216.0,482.0
0,217.0,483.0
0,221.0,483.0
0,223.0,483.0
0,221.0,483.0
0,221.0,483.0
0,220.0,483.0
0,222.0,483.0
0,234.0,483.0
0,239.0,483.0
1,246.0,483.0
1,249.0,483.0
1,249.0,483.0
1,246.0,483.0
1,244.0,483.0
1,242.0,483.0
1,238.0,483.0
1,234.0,483.0
1,231.0,483.0
1,227.0,483.0
1,227.0,483.0
1,227.0,483.0
1,227.0,483.0
1,225.0,483.0
1,226.0,483.0
1,228.0,483.0
1,224.0,483.0
1,221.0,483.0
1,222.0,483.0
1,221.0,483.0
1,221.0,484.0
1,221.0,484.0
1,221.0,484.0
1,220.0,484.0
1,221.0,484.0
1,221.0,484.0
1,219.0,484.0
1,219.0,484.0
1,219.0,484.0
1,224.0,484.0
1,234.0,484.0
1,246.0,484.0
1,254.0,484.0
1,258.0,484.0
2,255.0,484.0
2,252.0,484.0
2,249.0,484.0
2,246.0,484.0
2,242.0,484.0
2,237.0,484.0
2,232.0,484.0
2,230.0,484.0
2,229.0,484.0
2,229.0,484.0
2,227.0,484.0
2,229.0,484.0
2,227.0,484.0
2,226.0,484.0
2,225.0,484.0
2,226.0,484.0
2,223.0,484.0
2,223.0,484.0
2,222.0,484.0
2,221.0,484.0
2,219.0,484.0
2,219.0,484.0
2,220.0,484.0
2,220.0,484.0
2,220.0,484.0
2,220.0,484.0
2,219.0,484.0
2,219.0,485.0
2,224.0,485.0
2,235.0,485.0
2,250.0,485.0
2,261.0,485.0
2,265.0,485.0
3,259.0,485.0
3,257.0,485.0
3,253.0,485.0
3,250.0,485.0
3,243.0,485.0
3,239.0,485.0
3,234.0,485.0
3,229.0,485.0
3,228.0,485.0
3,229.0,485.0
3,229.0,485.0
3,228.0,485.0
3,227.0,485.0
3,226.0,485.0
3,224.0,485.0
3,224.0,485.0
3,222.0,485.0
3,222.0,485.0
3,221.0,485.0
3,221.0,485.0
3,221.0,485.0
3,220.0,485.0
3,219.0,485.0
3,219.0,485.0
3,219.0,485.0
3,219.0,485.0
3,215.0,485.0
3,220.0,485.0
3,220.0,485.0
3,225.0,485.0
3,241.0,486.0
3,257.0,486.0
3,266.0,486.0
3,267.0,486.0
4,261.0,491.0
4,251.0,486.0
4,248.0,486.0
4,243.0,486.0
4,238.0,486.0
4,231.0,486.0
4,226.0,486.0
4,224.0,486.0
4,223.0,486.0
4,223.0,486.0
4,219.0,486.0
4,222.0,486.0
4,222.0,486.0
4,219.0,486.0
4,219.0,486.0
4,219.0,486.0
4,219.0,486.0
4,219.0,486.0
4,219.0,486.0
4,215.0,486.0
4,217.0,486.0
4,216.0,486.0
4,216.0,486.0
4,218.0,486.0
4,217.0,486.0
4,216.0,486.0
4,215.0,486.0
4,218.0,486.0
4,228.0,486.0
4,245.0,486.0
4,261.0,486.0
4,268.0,487.0
4,264.0,487.0
5,254.0,487.0
5,246.0,487.0
5,239.0,487.0
5,235.0,487.0
5,229.0,486.0
5,223.0,486.0
5,221.0,486.0
5,220.0,486.0
5,221.0,486.0
5,223.0,486.0
5,223.0,486.0
5,222.0,486.0
5,219.0,486.0
5,219.0,486.0
5,218.0,486.0
5,220.0,486.0
5,216.0,486.0
5,216.0,486.0
5,217.0,486.0
5,217.0,486.0
5,220.0,487.0
5,218.0,487.0
5,217.0,487.0
5,215.0,487.0
5,213.0,487.0
5,213.0,487.0
5,216.0,487.0
5,225.0,487.0
5,239.0,487.0
5,257.0,487.0
5,263.0,487.0
5,258.0,487.0
5,249.0,487.0
6,239.0,487.0
6,236.0,487.0
6,233.0,487.0
6,229.0,487.0
6,223.0,487.0
6,221.0,487.0
6,219.0,487.0
6,219.0,487.0
6,219.0,487.0
6,218.0,487.0
6,216.0,487.0
6,214.0,487.0
6,213.0,487.0
6,212.0,487.0
6,211.0,487.0
6,213.0,487.0
6,213.0,481.0
6,213.0,487.0
6,213.0,485.0
6,213.0,487.0
6,212.0,487.0
6,211.0,487.0
6,210.0,487.0
6,209.0,487.0
6,211.0,487.0
6,218.0,487.0
6,231.0,487.0
6,247.0,487.0
6,252.0,487.0
6,249.0,487.0
6,242.0,487.0
6,235.0,487.0
6,232.0,487.0
6,227.0,487.0
7,223.0,487.0
7,219.0,486.0
7,216.0,487.0
7,215.0,487.0
7,216.0,487.0
7,217.0,487.0
7,217.0,487.0
7,216.0,487.0
7,215.0,487.0
7,214.0,486.0
7,213.0,486.0
7,212.0,486.0
7,212.0,486.0
7,213.0,486.0
7,212.0,486.0
7,212.0,486.0
7,212.0,486.0
7,211.0,486.0
7,212.0,486.0
7,211.0,486.0
7,211.0,486.0
7,212.0,486.0
7,217.0,486.0
7,226.0,486.0
7,240.0,486.0
7,248.0,486.0
7,251.0,486.0
7,246.0,486.0
7,241.0,486.0
7,237.0,486.0
7,234.0,486.0
7,230.0,486.0
7,225.0,485.0
8,221.0,485.0
8,220.0,485.0
8,219.0,485.0
8,218.0,485.0
8,218.0,484.0
8,217.0,485.0
8,217.0,485.0
8,216.0,485.0
8,215.0,485.0
8,216.0,484.0
8,216.0,484.0
8,216.0,484.0
8,215.0,484.0
8,215.0,484.0
8,215.0,484.0
8,215.0,484.0
8,215.0,484.0
8,215.0,484.0
8,211.0,484.0
8,214.0,484.0
8,216.0,484.0
8,223.0,484.0
8,236.0,484.0
8,249.0,484.0
8,256.0,484.0
8,256.0,484.0
8,251.0,484.0
8,248.0,484.0
8,248.0,484.0
8,242.0,484.0
8,237.0,484.0
8,232.0,484.0
8,229.0,484.0
8,228.0,484.0
9,227.0,484.0
9,228.0,484.0
9,228.0,483.0
9,228.0,483.0
9,227.0,483.0
9,226.0,483.0
9,224.0,483.0
9,224.0,483.0
9,223.0,483.0
9,223.0,483.0
9,223.0,483.0
9,223.0,483.0
9,223.0,483.0
9,222.0,483.0
9,222.0,483.0
9,221.0,483.0
9,223.0,483.0
9,236.0,483.0
9,252.0,484.0
9,265.0,484.0
9,273.0,484.0
9,270.0,484.0
9,263.0,484.0
9,258.0,484.0
9,253.0,484.0
9,248.0,484.0
9,241.0,484.0
9,234.0,484.0
9,230.0,484.0
9,230.0,484.0
9,230.0,484.0
9,231.0,484.0
9,230.0,484.0
10,229.0,484.0
10,226.0,484.0
10,225.0,484.0
10,224.0,484.0
10,221.0,484.0
10,222.0,484.0
10,222.0,484.0
10,222.0,484.0
10,221.0,484.0
10,220.0,484.0
10,220.0,484.0
10,219.0,484.0
10,217.0,484.0
10,219.0,484.0
10,226.0,484.0
10,241.0,484.0
10,259.0,484.0
10,271.0,484.0
10,271.0,485.0
10,264.0,485.0
10,256.0,485.0
10,249.0,485.0
10,244.0,485.0
10,238.0,484.0
10,230.0,485.0
10,224.0,485.0
10,221.0,484.0
10,221.0,484.0
10,222.0,485.0
10,223.0,484.0
