Time, HR, GSR,label
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,453,524,happy
0,452,524,happy
0,452,524,happy
0,452,524,happy
0,452,524,happy
0,452,524,happy
0,452,524,happy
0,452,523,happy
0,452,524,happy
0,452,524,happy
0,451,524,happy
0,451,524,happy
0,451,527,happy
0,451,526,happy
0,455,524,happy
0,450,524,happy
0,450,523,happy
0,450,523,happy
0,450,523,happy
0,450,523,happy
1,449,523,happy
1,449,524,happy
1,449,523,happy
1,449,523,happy
1,453,523,happy
1,449,523,happy
1,449,523,happy
1,448,523,happy
1,448,523,happy
1,453,523,happy
1,448,523,happy
1,447,523,happy
1,447,523,happy
1,447,518,happy
1,452,523,happy
1,447,523,happy
1,446,522,happy
1,446,522,happy
1,445,522,happy
1,445,522,happy
1,444,521,happy
1,442,520,happy
1,441,520,happy
1,442,525,happy
1,440,520,happy
1,279,511,happy
1,432,517,happy
1,445,531,happy
1,443,526,happy
1,99,512,happy
1,218,514,happy
1,392,516,happy
1,445,533,happy
1,397,519,happy
1,35,515,happy
1,153,515,happy
1,314,516,happy
2,399,517,happy
2,442,528,happy
2,301,516,happy
2,24,516,happy
2,118,516,happy
2,250,517,happy
2,328,517,happy
2,339,518,happy
2,308,518,happy
2,269,518,happy
2,240,518,happy
2,224,518,happy
2,224,518,happy
2,240,518,happy
2,267,518,happy
2,294,518,happy
2,307,518,happy
2,302,518,happy
2,284,518,happy
2,262,518,happy
2,244,518,happy
2,234,514,happy
2,229,518,happy
2,230,518,happy
2,234,518,happy
2,240,518,happy
2,246,518,happy
2,248,518,happy
2,246,518,happy
2,241,518,happy
2,234,523,happy
2,227,518,happy
2,222,517,happy
2,220,518,happy
2,219,518,happy
2,220,518,happy
2,221,518,happy
3,221,518,happy
3,222,518,happy
3,222,518,happy
3,223,518,happy
3,222,518,happy
3,221,514,happy
3,221,518,happy
3,221,518,happy
3,220,519,happy
3,219,515,happy
3,219,514,happy
3,218,518,happy
3,219,518,happy
3,218,515,happy
3,218,518,happy
3,219,525,happy
3,220,518,happy
3,225,518,happy
3,246,517,happy
3,273,517,happy
3,295,519,happy
3,301,519,happy
3,289,518,happy
3,269,519,happy
3,248,518,happy
3,237,518,happy
3,225,518,happy
3,223,518,happy
3,225,518,happy
3,231,518,happy
3,239,519,happy
3,244,519,happy
3,245,519,happy
3,241,517,happy
3,234,523,happy
3,226,519,happy
3,221,518,happy
4,218,519,happy
4,216,518,happy
4,216,515,happy
4,216,518,happy
4,217,518,happy
4,218,518,happy
4,220,518,happy
4,221,519,happy
4,221,518,happy
4,221,514,happy
4,220,517,happy
4,219,518,happy
4,218,518,happy
4,217,519,happy
4,217,519,happy
4,217,519,happy
4,217,519,happy
4,216,519,happy
4,216,519,happy
4,219,519,happy
4,229,519,happy
4,251,519,happy
4,277,519,happy
4,292,519,happy
4,292,519,happy
4,276,514,happy
4,255,519,happy
4,235,519,happy
4,223,519,happy
4,217,519,happy
4,218,519,happy
4,222,519,happy
4,230,519,happy
4,237,524,happy
4,241,516,happy
4,240,519,happy
4,234,519,happy
5,226,519,happy
5,221,519,happy
5,216,519,happy
5,214,519,happy
5,214,519,happy
5,215,519,happy
5,216,519,happy
5,217,519,happy
5,218,519,happy
5,218,519,happy
5,219,519,happy
5,219,519,happy
5,219,519,happy
5,217,519,happy
5,217,519,happy
5,217,519,happy
5,217,518,happy
5,216,519,happy
5,216,518,happy
5,216,519,happy
5,216,519,happy
5,216,519,happy
5,217,519,happy
5,227,519,happy
5,249,519,happy
5,277,519,happy
5,294,519,happy
5,295,519,happy
5,280,519,happy
5,259,519,happy
5,240,519,happy
5,228,519,happy
5,223,518,happy
5,223,519,happy
5,226,519,happy
5,231,519,happy
5,237,517,happy
5,240,519,happy
6,237,519,happy
6,234,519,happy
6,229,519,happy
6,223,519,happy
6,218,519,happy
6,213,519,happy
6,214,518,happy
6,214,519,happy
6,216,519,happy
6,217,519,happy
6,219,519,happy
6,219,519,happy
6,219,519,happy
6,219,519,happy
6,219,516,happy
6,218,519,happy
6,218,519,happy
6,217,519,happy
6,216,519,happy
6,215,519,happy
6,215,519,happy
6,215,519,happy
6,216,519,happy
6,212,519,happy
6,216,519,happy
6,217,519,happy
6,225,519,happy
6,245,519,happy
6,272,519,happy
6,292,519,happy
6,295,519,happy
6,281,519,happy
6,261,519,happy
6,241,519,happy
6,228,519,happy
6,223,519,happy
6,223,519,happy
7,227,519,happy
7,232,519,happy
7,237,519,happy
7,239,519,happy
7,239,519,happy
7,234,519,happy
7,229,519,happy
7,223,519,happy
7,218,519,happy
7,216,519,happy
7,213,519,happy
7,215,519,happy
7,215,519,happy
7,217,519,happy
7,218,519,happy
7,219,519,happy
7,219,519,happy
7,219,519,happy
7,220,519,happy
7,218,519,happy
7,218,519,happy
7,217,519,happy
7,216,519,happy
7,216,519,happy
7,216,519,happy
7,217,519,happy
7,216,519,happy
7,216,519,happy
7,216,519,happy
7,216,519,happy
7,220,519,happy
7,234,519,happy
7,257,519,happy
7,281,515,happy
7,292,519,happy
7,284,519,happy
7,265,519,happy
8,245,519,happy
8,228,519,happy
8,220,519,happy
8,217,519,happy
8,220,519,happy
8,227,519,happy
8,236,519,happy
8,242,519,happy
8,243,519,happy
8,240,519,happy
8,233,519,happy
8,225,519,happy
8,219,519,happy
8,215,519,happy
8,214,519,happy
8,215,519,happy
8,216,519,happy
8,217,519,happy
8,218,519,happy
8,219,519,happy
8,220,519,happy
8,219,519,happy
8,219,519,happy
8,218,524,happy
8,218,519,happy
8,217,514,happy
8,216,519,happy
8,217,519,happy
8,216,519,happy
8,216,519,happy
8,216,519,happy
8,216,519,happy
8,222,519,happy
8,241,519,happy
8,269,519,happy
8,294,519,happy
8,304,519,happy
9,296,519,happy
9,275,519,happy
9,252,519,happy
9,234,519,happy
9,226,519,happy
9,225,519,happy
9,228,519,happy
9,232,519,happy
9,238,519,happy
9,241,519,happy
9,241,517,happy
9,238,517,happy
9,232,519,happy
9,225,519,happy
9,221,519,happy
9,216,519,happy
9,214,519,happy
9,214,519,happy
9,214,519,happy
9,215,519,happy
9,217,519,happy
9,218,519,happy
9,218,519,happy
9,218,519,happy
9,216,519,happy
9,217,519,happy
9,217,519,happy
9,216,519,happy
9,215,519,happy
9,215,517,happy
9,215,519,happy
9,214,515,happy
9,214,518,happy
9,214,519,happy
9,214,519,happy
9,214,519,happy
9,219,519,happy
10,235,519,happy
10,264,519,happy
10,291,519,happy
10,303,519,happy
10,296,519,happy
10,274,519,happy
10,248,519,happy
10,231,519,happy
10,222,519,happy
10,220,519,happy
10,223,519,happy
10,225,519,happy
10,233,519,happy
10,237,523,happy
10,239,519,happy
10,236,519,happy
10,231,519,happy
10,225,519,happy
10,218,519,happy
10,214,519,happy
10,212,519,happy
10,211,519,happy
10,212,519,happy
10,213,520,happy
10,215,519,happy
10,216,519,happy
10,217,525,happy
10,217,519,happy
10,216,519,happy
10,216,519,happy
10,216,519,happy
10,215,519,happy
10,215,519,happy
10,213,518,happy
10,214,519,happy
10,214,519,happy
10,214,519,happy
10,215,519,happy
11,222,519,happy
11,241,519,happy
11,265,519,happy
11,287,519,happy
11,291,519,happy
11,278,519,happy
11,253,519,happy
11,234,519,happy
